日付,受付番号,通番,場名,曜日,レース,式別,馬／組番,購入金額,的中／返還,払戻単価,払戻／返還金額
20240406,0001,01,阪神,土,1,3連複,02―06―16,500,―,―,0
20240406,0001,02,阪神,土,1,3連複,04―06―16,100,―,―,0
20240406,0001,03,阪神,土,1,3連複,06―10―16,500,―,―,0
20240406,0001,04,阪神,土,1,単勝,06,1500,―,―,0
20240406,0001,05,阪神,土,1,馬連,06―16,1500,―,―,0
20240406,0002,01,中山,土,1,3連複,02―04―06,1000,―,―,0
20240406,0002,02,中山,土,1,3連複,02―06―07,500,―,―,0
20240406,0002,03,中山,土,1,3連複,02―06―11,500,―,―,0
20240406,0002,04,中山,土,1,3連複,02―06―12,1000,―,―,0
20240406,0002,05,中山,土,1,3連複,04―06―07,1000,―,―,0
20240406,0002,06,中山,土,1,3連複,04―06―11,1000,―,―,0
20240406,0002,07,中山,土,1,3連複,04―06―12,2000,―,―,0
20240406,0002,08,中山,土,1,3連複,06―07―11,1000,―,―,0
20240406,0002,09,中山,土,1,3連複,06―07―12,1000,的中06―07―12,3670,36700
20240406,0002,10,中山,土,1,3連複,06―11―12,1000,―,―,0
20240406,0003,01,中山,土,2,馬連,03―08,1000,的中03―08,490,4900
20240406,0003,02,中山,土,2,馬単,04→03,500,―,―,0
20240406,0003,03,中山,土,2,馬単,08→03,600,―,―,0
20240406,0003,04,中山,土,2,馬単,12→03,500,―,―,0
20240406,0003,05,中山,土,2,3連単,03→08→04,1000,―,―,0
20240406,0003,06,中山,土,2,3連単,03→08→12,1000,―,―,0
20240406,0003,07,中山,土,2,3連単,08→03→04,200,―,―,0
20240406,0003,08,中山,土,2,3連単,08→03→12,200,―,―,0
20240406,0003,09,中山,土,2,単勝,08,1000,―,―,0
20240406,0004,01,阪神,土,11,3連複,01―05―07,1500,―,―,0
20240406,0004,02,阪神,土,11,3連複,01―06―07,1500,―,―,0
20240406,0004,03,阪神,土,11,3連複,01―07―09,1500,―,―,0
20240406,0004,04,阪神,土,11,3連複,01―07―11,1500,―,―,0
20240406,0004,05,阪神,土,11,3連複,05―06―07,500,―,―,0
20240406,0004,06,阪神,土,11,3連複,05―07―09,500,―,―,0
20240406,0004,07,阪神,土,11,3連複,05―07―11,500,―,―,0
20240406,0004,08,阪神,土,11,3連複,06―07―09,500,―,―,0
20240406,0004,09,阪神,土,11,3連複,06―07―11,500,―,―,0
20240406,0004,10,阪神,土,11,3連複,07―09―11,500,―,―,0
20240406,0005,01,阪神,土,11,ワイド,07―09,1000,―,―,0
20240406,0006,01,中山,土,11,単勝,01,1000,―,―,0
20240406,0006,02,中山,土,11,複勝,01,9000,―,―,0
,,合計,,,,,,40100,,,41600
