日付,受付番号,通番,場名,曜日,レース,式別,馬／組番,購入金額,的中／返還,払戻単価,払戻／返還金額
20240601,0001,01,京都,土,1,3連複,03―05―08,1500,的中03―05―08,1170,17550
20240601,0001,02,京都,土,1,3連複,03―05―10,1000,―,―,0
20240601,0001,03,京都,土,1,3連複,03―08―10,1500,―,―,0
20240601,0001,04,京都,土,1,3連複,05―08―10,1500,―,―,0
20240601,0002,01,京都,土,2,3連複,04―06―15,1500,―,―,0
20240601,0002,02,京都,土,2,3連複,04―11―15,1000,―,―,0
20240601,0002,03,京都,土,2,3連複,04―12―15,1500,―,―,0
20240601,0002,04,京都,土,2,3連複,06―11―15,500,―,―,0
20240601,0002,05,京都,土,2,3連複,06―12―15,500,―,―,0
20240601,0002,06,京都,土,2,3連複,11―12―15,500,―,―,0
20240601,0002,07,京都,土,2,馬単,15→04,500,―,―,0
20240601,0002,08,京都,土,2,馬単,15→06,500,―,―,0
20240601,0002,09,京都,土,2,馬単,15→12,500,―,―,0
20240601,0003,01,京都,土,3,馬単,03→09,1000,―,―,0
20240601,0003,02,京都,土,3,馬単,03→10,1000,―,―,0
20240601,0003,03,京都,土,3,馬単,03→11,1000,―,―,0
20240601,0003,04,京都,土,3,馬単,03→12,1000,―,―,0
20240601,0003,05,京都,土,3,馬単,03→13,1000,―,―,0
20240601,0003,06,京都,土,3,3連複,03―09―10,500,―,―,0
20240601,0003,07,京都,土,3,3連複,03―09―11,1000,―,―,0
20240601,0003,08,京都,土,3,3連複,03―09―12,1500,―,―,0
20240601,0003,09,京都,土,3,3連複,03―09―13,1500,―,―,0
20240601,0004,01,東京,土,3,3連複,09―10―12,1000,―,―,0
20240601,0004,02,東京,土,3,3連複,09―10―14,1500,―,―,0
20240601,0004,03,東京,土,3,3連複,09―12―14,1500,―,―,0
20240601,0004,04,東京,土,3,3連単,09→10→03,500,―,―,0
20240601,0004,05,東京,土,3,3連単,09→10→12,500,―,―,0
20240601,0004,06,東京,土,3,3連単,09→10→14,500,―,―,0
20240601,0004,07,東京,土,3,3連単,09→12→03,500,―,―,0
20240601,0004,08,東京,土,3,3連単,09→12→10,500,―,―,0
20240601,0004,09,東京,土,3,3連単,09→12→14,500,―,―,0
20240601,0005,01,京都,土,4,3連複,01―06―11,500,―,―,0
20240601,0005,02,京都,土,4,3連複,05―06―11,2000,―,―,0
20240601,0005,03,京都,土,4,3連複,06―11―12,500,―,―,0
20240601,0005,04,京都,土,4,3連複,06―11―13,500,―,―,0
20240601,0005,05,京都,土,4,3連複,06―11―17,500,―,―,0
20240601,0005,06,京都,土,4,馬単,06→11,2000,―,―,0
20240601,0006,01,東京,土,4,3連複,02―07―15,500,―,―,0
20240601,0006,02,東京,土,4,3連複,02―08―15,500,―,―,0
20240601,0006,03,東京,土,4,3連複,02―14―15,500,―,―,0
20240601,0006,04,東京,土,4,3連複,02―15―16,500,―,―,0
20240601,0006,05,東京,土,4,3連複,07―08―15,500,―,―,0
20240601,0006,06,東京,土,4,3連複,07―14―15,500,―,―,0
20240601,0006,07,東京,土,4,3連複,07―15―16,500,―,―,0
20240601,0006,08,東京,土,4,3連複,08―14―15,500,的中08―14―15,2090,10450
20240601,0006,09,東京,土,4,3連複,08―15―16,500,―,―,0
20240601,0006,10,東京,土,4,3連複,14―15―16,500,―,―,0
20240601,0006,11,東京,土,4,3連複,02―07―15,500,―,―,0
20240601,0006,12,東京,土,4,3連複,02―08―15,500,―,―,0
20240601,0006,13,東京,土,4,3連複,02―14―15,500,―,―,0
20240601,0006,14,東京,土,4,3連複,02―15―16,500,―,―,0
20240601,0006,15,東京,土,4,馬連,02―15,3000,―,―,0
20240601,0007,01,京都,土,5,3連複,01―06―07,2000,的中01―06―07,420,8400
20240601,0007,02,京都,土,5,3連複,01―06―09,2000,―,―,0
20240601,0007,03,京都,土,5,3連単,06→01→04,1000,―,―,0
20240601,0007,04,京都,土,5,3連単,06→01→07,1000,―,―,0
20240601,0007,05,京都,土,5,3連単,06→01→09,1000,―,―,0
20240601,0007,06,京都,土,5,3連単,06→04→01,400,―,―,0
20240601,0007,07,京都,土,5,3連単,06→04→07,100,―,―,0
20240601,0007,08,京都,土,5,3連単,06→04→09,100,―,―,0
20240601,0007,09,京都,土,5,3連単,06→07→01,800,―,―,0
20240601,0007,10,京都,土,5,3連単,06→07→04,100,―,―,0
20240601,0007,11,京都,土,5,3連単,06→07→09,100,―,―,0
20240601,0007,12,京都,土,5,3連単,06→09→01,800,―,―,0
20240601,0007,13,京都,土,5,3連単,06→09→04,100,―,―,0
20240601,0007,14,京都,土,5,3連単,06→09→07,100,―,―,0
20240601,0008,01,東京,土,5,3連単,04→02→03,1000,―,―,0
20240601,0008,02,東京,土,5,3連単,04→02→05,1000,―,―,0
20240601,0008,03,東京,土,5,3連単,04→03→02,2500,―,―,0
20240601,0008,04,東京,土,5,3連単,04→03→05,2500,―,―,0
20240601,0008,05,東京,土,5,3連単,03→04→02,500,―,―,0
20240601,0008,06,東京,土,5,3連単,03→04→05,500,―,―,0
20240601,0009,01,京都,土,11,3連複軸1頭ながし,09／02；04；07；13,100／600,―,―,0
20240601,0009,02,京都,土,11,3連複軸1頭ながし,09／02；04；13,1500／4500,―,―,0
20240601,0009,03,京都,土,11,馬連ながし,09／02；04,1500／3000,的中04―09,360,5400
20240601,0010,01,京都,土,12,馬単,06→05,500,―,―,0
20240601,0010,02,京都,土,12,馬単,06→12,500,―,―,0
20240601,0010,03,京都,土,12,馬単,06→13,1000,―,―,0
20240601,0010,04,京都,土,12,馬単,13→05,500,―,―,0
20240601,0010,05,京都,土,12,馬単,13→06,2000,―,―,0
20240601,0010,06,京都,土,12,馬単,13→12,500,―,―,0
20240601,0011,01,東京,土,12,3連複,01―03―06,2000,―,―,0
20240601,0011,02,東京,土,12,3連複,01―04―06,300,―,―,0
20240601,0011,03,東京,土,12,3連複,01―06―10,300,―,―,0
20240601,0011,04,東京,土,12,3連複,01―06―16,2000,―,―,0
20240601,0011,05,東京,土,12,3連複,03―04―06,300,―,―,0
20240601,0011,06,東京,土,12,3連複,03―06―10,300,―,―,0
20240601,0011,07,東京,土,12,3連複,03―06―16,2000,―,―,0
20240601,0011,08,東京,土,12,3連複,04―06―10,300,―,―,0
20240601,0011,09,東京,土,12,3連複,04―06―16,300,―,―,0
20240601,0011,10,東京,土,12,3連複,06―10―16,300,―,―,0
20240601,0012,01,東京,土,12,馬単,06→01,1000,―,―,0
20240601,0012,02,東京,土,12,馬単,06→03,1000,―,―,0
,,合計,,,,,,85800,,,41800
