日付,受付番号,通番,場名,曜日,レース,式別,馬／組番,購入金額,的中／返還,払戻単価,払戻／返還金額
20240214,0001,01,大井,水,11,3連単,05→09→10,100,―,―,0
20240214,0001,02,大井,水,11,3連単,05→09→11,100,―,―,0
20240214,0001,03,大井,水,11,3連単,05→09→13,1000,―,―,0
20240214,0001,04,大井,水,11,3連単,05→13→09,1000,―,―,0
20240214,0001,05,大井,水,11,3連単,05→13→10,100,―,―,0
20240214,0001,06,大井,水,11,3連単,05→13→11,100,―,―,0
20240214,0001,07,大井,水,11,3連単,09→05→10,100,―,―,0
20240214,0001,08,大井,水,11,3連単,09→05→11,100,―,―,0
20240214,0001,09,大井,水,11,3連単,09→05→13,1000,―,―,0
20240214,0001,10,大井,水,11,3連単,09→13→05,1000,―,―,0
20240214,0001,11,大井,水,11,3連単,09→13→10,100,―,―,0
20240214,0001,12,大井,水,11,3連単,09→13→11,100,―,―,0
20240214,0001,13,大井,水,11,3連単,13→05→09,2500,―,―,0
20240214,0001,14,大井,水,11,3連単,13→05→10,100,―,―,0
20240214,0001,15,大井,水,11,3連単,13→05→11,100,―,―,0
20240214,0001,16,大井,水,11,3連単,13→09→05,2300,―,―,0
20240214,0001,17,大井,水,11,3連単,13→09→10,100,―,―,0
20240214,0001,18,大井,水,11,3連単,13→09→11,100,―,―,0
,,合計,,,,,,10000,,,0
