日付,受付番号,通番,場名,曜日,レース,式別,馬／組番,購入金額,的中／返還,払戻単価,払戻／返還金額
20240127,0001,01,京都,土,1,馬単,02→04,1000,―,―,0
20240127,0001,02,京都,土,1,馬単,02→05,500,的中02→05,5230,26150
20240127,0001,03,京都,土,1,馬単,02→08,500,―,―,0
20240127,0001,04,京都,土,1,馬単,04→02,1000,―,―,0
20240127,0001,05,京都,土,1,馬単,04→05,500,―,―,0
20240127,0001,06,京都,土,1,馬単,04→08,500,―,―,0
20240127,0002,01,東京,土,2,複勝,14,1500,的中14,230,3450
20240127,0003,01,東京,土,4,馬連,01―12,500,―,―,0
20240127,0003,02,東京,土,4,馬連,02―12,800,―,―,0
20240127,0003,03,東京,土,4,馬連,08―12,500,―,―,0
20240127,0003,04,東京,土,4,馬連,09―12,500,―,―,0
20240127,0003,05,東京,土,4,馬単,01→12,500,―,―,0
20240127,0003,06,東京,土,4,馬単,02→12,800,―,―,0
20240127,0003,07,東京,土,4,馬単,08→12,500,―,―,0
20240127,0003,08,東京,土,4,馬単,09→12,500,―,―,0
20240127,0004,01,京都,土,5,馬連,06―07,2000,―,―,0
20240127,0004,02,京都,土,5,馬連,06―08,1000,―,―,0
20240127,0004,03,京都,土,5,馬連,07―08,1000,的中07―08,360,3600
20240127,0004,04,京都,土,5,馬単,08→06,1500,―,―,0
20240127,0004,05,京都,土,5,馬単,08→07,500,―,―,0
20240127,0005,01,京都,土,7,馬連,01―02,200,―,―,0
20240127,0005,02,京都,土,7,馬連,02―04,4500,―,―,0
20240127,0005,03,京都,土,7,馬連,02―06,3000,―,―,0
20240127,0005,04,京都,土,7,馬連,02―08,500,―,―,0
20240127,0006,01,東京,土,7,複勝,02,1500,的中02,170,2550
20240127,0007,01,京都,土,9,複勝,04,1500,―,―,0
20240127,0008,01,東京,土,9,馬連,03―06,500,―,―,0
20240127,0008,02,東京,土,9,馬連,03―07,1500,―,―,0
20240127,0008,03,東京,土,9,馬連,03―16,500,―,―,0
20240127,0008,04,東京,土,9,馬連,06―07,1000,―,―,0
20240127,0008,05,東京,土,9,馬連,06―16,500,的中06―16,3400,17000
20240127,0008,06,東京,土,9,馬連,07―16,1000,―,―,0
20240127,0008,07,東京,土,9,ワイド,03―07,1500,―,―,0
20240127,0009,01,東京,土,10,馬単,06→02,100,―,―,0
20240127,0009,02,東京,土,10,馬単,06→04,1000,―,―,0
20240127,0009,03,東京,土,10,馬単,06→05,1000,―,―,0
20240127,0009,04,東京,土,10,馬単,06→08,1000,的中06→08,2000,20000
20240127,0009,05,東京,土,10,馬単,06→10,100,―,―,0
20240127,0009,06,東京,土,10,ワイド,05―06,1500,―,―,0
20240127,0010,01,東京,土,11,馬単,01→02,1500,―,―,0
20240127,0010,02,東京,土,11,馬単,01→04,1500,―,―,0
20240127,0010,03,東京,土,11,馬単,01→09,1500,―,―,0
20240127,0010,04,東京,土,11,馬単,01→11,1000,―,―,0
20240127,0010,05,東京,土,11,馬単,01→12,1000,―,―,0
20240127,0011,01,京都,土,12,複勝,16,1500,―,―,0
20240127,0012,01,東京,土,12,ワイド,10―12,5000,―,―,0
,,合計,,,,,,51500,,,72750
