日付,受付番号,通番,場名,曜日,レース,式別,馬／組番,購入金額,的中／返還,払戻単価,払戻／返還金額
20240831,0001,01,札幌,土,12,3連複,01―03―04,500,―,―,0
20240831,0001,02,札幌,土,12,3連複,01―03―06,500,―,―,0
20240831,0001,03,札幌,土,12,3連複,01―03―08,500,―,―,0
20240831,0001,04,札幌,土,12,3連複,01―03―15,500,―,―,0
20240831,0001,05,札幌,土,12,3連複,01―04―06,500,―,―,0
20240831,0001,06,札幌,土,12,3連複,01―04―08,500,―,―,0
20240831,0001,07,札幌,土,12,3連複,01―04―15,500,―,―,0
20240831,0001,08,札幌,土,12,3連複,01―06―08,500,―,―,0
20240831,0001,09,札幌,土,12,3連複,01―06―15,500,―,―,0
20240831,0001,10,札幌,土,12,3連複,01―08―15,500,―,―,0
20240831,0001,11,札幌,土,12,3連複,03―04―06,500,―,―,0
20240831,0001,12,札幌,土,12,3連複,03―04―08,500,―,―,0
20240831,0001,13,札幌,土,12,3連複,03―04―15,500,―,―,0
20240831,0001,14,札幌,土,12,3連複,03―06―08,500,―,―,0
20240831,0001,15,札幌,土,12,3連複,03―06―15,500,―,―,0
20240831,0001,16,札幌,土,12,3連複,03―08―15,500,―,―,0
20240831,0001,17,札幌,土,12,3連複,04―06―08,500,―,―,0
20240831,0001,18,札幌,土,12,3連複,04―06―15,500,―,―,0
20240831,0001,19,札幌,土,12,3連複,04―08―15,500,―,―,0
20240831,0001,20,札幌,土,12,3連複,06―08―15,500,―,―,0
20240831,0001,21,札幌,土,12,3連複,01―03―04,500,―,―,0
20240831,0001,22,札幌,土,12,3連複,01―03―06,500,―,―,0
20240831,0001,23,札幌,土,12,3連複,01―03―08,500,―,―,0
20240831,0001,24,札幌,土,12,3連複,01―03―15,500,―,―,0
20240831,0001,25,札幌,土,12,3連複,03―04―06,500,―,―,0
20240831,0001,26,札幌,土,12,3連複,03―04―08,500,―,―,0
20240831,0001,27,札幌,土,12,3連複,03―04―15,500,―,―,0
20240831,0001,28,札幌,土,12,3連複,03―06―08,500,―,―,0
20240831,0001,29,札幌,土,12,3連複,03―06―15,500,―,―,0
20240831,0001,30,札幌,土,12,3連複,03―08―15,500,―,―,0
20240831,0002,01,中京,土,12,馬連,02―03,3000,―,―,0
20240831,0002,02,中京,土,12,馬連,03―05,1500,―,―,0
20240831,0002,03,中京,土,12,馬連,03―06,500,―,―,0
,,合計,,,,,,20000,,,0
