日付,受付番号,通番,場名,曜日,レース,式別,馬／組番,購入金額,的中／返還,払戻単価,払戻／返還金額
20240113,0001,01,中山,土,2,馬単,09→11,2000,―,―,0
20240113,0001,02,中山,土,2,馬単,09→14,3000,的中09→14,560,16800
20240113,0002,01,京都,土,3,3連複,01―03―06,1000,―,―,0
20240113,0002,02,京都,土,3,3連複,01―03―07,2000,―,―,0
20240113,0002,03,京都,土,3,3連複,01―03―08,2000,―,―,0
20240113,0002,04,京都,土,3,3連複,01―03―14,1000,―,―,0
20240113,0003,01,小倉,土,8,馬単,12→04,500,―,―,0
20240113,0003,02,小倉,土,8,馬単,12→05,500,―,―,0
20240113,0003,03,小倉,土,8,馬単,12→07,500,―,―,0
20240113,0003,04,小倉,土,8,馬単,12→08,500,―,―,0
20240113,0003,05,小倉,土,8,馬単,12→16,500,―,―,0
20240113,0004,01,中山,土,8,単勝,07,1000,―,―,0
20240113,0004,02,中山,土,8,馬連,01―07,1000,―,―,0
20240113,0004,03,中山,土,8,馬連,04―07,500,―,―,0
20240113,0004,04,中山,土,8,馬連,05―07,1000,―,―,0
20240113,0004,05,中山,土,8,馬連,06―07,1000,―,―,0
20240113,0004,06,中山,土,8,馬連,07―12,1000,―,―,0
20240113,0004,07,中山,土,8,ワイド,04―07,1000,―,―,0
20240113,0005,01,京都,土,9,ワイド,03―07,4000,的中03―07,330,13200
20240113,0005,02,京都,土,9,馬単,03→07,1500,―,―,0
20240113,0005,03,京都,土,9,3連複,03―05―07,500,―,―,0
20240113,0006,01,小倉,土,11,馬連,05―12,1000,―,―,0
20240113,0006,02,小倉,土,11,馬連,07―12,2500,―,―,0
20240113,0006,03,小倉,土,11,馬連,08―12,2500,―,―,0
20240113,0006,04,小倉,土,11,馬連,10―12,1000,―,―,0
20240113,0006,05,小倉,土,11,馬連,12―13,1000,―,―,0
20240113,0006,06,小倉,土,11,馬単,05→12,500,―,―,0
20240113,0006,07,小倉,土,11,馬単,07→12,500,―,―,0
20240113,0006,08,小倉,土,11,馬単,08→12,500,―,―,0
20240113,0006,09,小倉,土,11,馬単,10→12,500,―,―,0
20240113,0007,01,京都,土,11,単勝,14,2000,―,―,0
20240113,0007,02,京都,土,11,ワイド,14―15,2000,―,―,0
20240113,0007,03,京都,土,11,ワイド,14―16,2000,―,―,0
20240113,0008,01,中山,土,11,馬連,03―08,1000,―,―,0
20240113,0008,02,中山,土,11,馬連,08―11,1000,―,―,0
20240113,0008,03,中山,土,11,馬連,08―12,2000,―,―,0
20240113,0008,04,中山,土,11,ワイド,08―12,4000,―,―,0
20240113,0009,01,京都,土,12,馬単,02→05,500,的中02→05,3980,19900
20240113,0009,02,京都,土,12,馬単,02→09,500,―,―,0
20240113,0009,03,京都,土,12,馬単,02→12,500,―,―,0
20240113,0009,04,京都,土,12,馬単,02→13,500,―,―,0
20240113,0009,05,京都,土,12,馬単,02→14,500,―,―,0
20240113,0009,06,京都,土,12,馬単,12→02,500,―,―,0
20240113,0009,07,京都,土,12,馬単,12→05,500,―,―,0
20240113,0009,08,京都,土,12,馬単,12→09,500,―,―,0
20240113,0009,09,京都,土,12,馬単,12→13,500,―,―,0
20240113,0009,10,京都,土,12,馬単,12→14,500,―,―,0
,,合計,,,,,,55000,,,49900
