日付,受付番号,通番,場名,曜日,レース,式別,馬／組番,購入金額,的中／返還,払戻単価,払戻／返還金額
20240323,0001,01,阪神,土,1,3連複,03―05―12,300,―,―,0
20240323,0001,02,阪神,土,1,3連複,03―09―12,300,―,―,0
20240323,0001,03,阪神,土,1,3連複,03―11―12,300,―,―,0
20240323,0001,04,阪神,土,1,3連複,03―12―15,300,―,―,0
20240323,0001,05,阪神,土,1,3連複,05―09―12,300,―,―,0
20240323,0001,06,阪神,土,1,3連複,05―11―12,300,―,―,0
20240323,0001,07,阪神,土,1,3連複,05―12―15,300,―,―,0
20240323,0001,08,阪神,土,1,3連複,09―11―12,300,―,―,0
20240323,0001,09,阪神,土,1,3連複,09―12―15,300,―,―,0
20240323,0001,10,阪神,土,1,3連複,11―12―15,300,―,―,0
20240323,0001,11,阪神,土,1,ワイド,11―12,1000,―,―,0
20240323,0002,01,中山,土,1,3連複,01―02―04,1000,―,―,0
20240323,0002,02,中山,土,1,3連複,01―02―10,1000,―,―,0
20240323,0002,03,中山,土,1,3連複,01―02―13,1000,―,―,0
20240323,0002,04,中山,土,1,3連複,01―02―16,1000,―,―,0
20240323,0003,01,中山,土,2,馬単,15→01,500,―,―,0
20240323,0003,02,中山,土,2,馬単,15→11,500,―,―,0
20240323,0003,03,中山,土,2,馬単,15→14,500,―,―,0
20240323,0003,04,中山,土,2,3連複,01―11―15,300,―,―,0
20240323,0003,05,中山,土,2,3連複,01―14―15,300,―,―,0
20240323,0003,06,中山,土,2,3連複,11―14―15,300,―,―,0
20240323,0003,07,中山,土,2,3連複,01―11―14,100,―,―,0
20240323,0003,08,中山,土,2,3連単,15→01→11,100,―,―,0
20240323,0003,09,中山,土,2,3連単,15→01→14,100,―,―,0
20240323,0003,10,中山,土,2,3連単,15→11→01,100,―,―,0
20240323,0003,11,中山,土,2,3連単,15→11→14,100,―,―,0
20240323,0003,12,中山,土,2,3連単,15→14→01,100,―,―,0
20240323,0003,13,中山,土,2,3連単,15→14→11,100,―,―,0
20240323,0004,01,阪神,土,3,3連複,02―04―07,500,―,―,0
20240323,0004,02,阪神,土,3,3連複,02―04―08,500,的中02―04―08,1170,5850
20240323,0004,03,阪神,土,3,3連複,02―04―13,500,―,―,0
20240323,0004,04,阪神,土,3,3連複,04―07―09,500,―,―,0
20240323,0004,05,阪神,土,3,3連複,04―08―09,500,―,―,0
