日付,受付番号,通番,場名,曜日,レース,式別,馬／組番,購入金額,的中／返還,払戻単価,払戻／返還金額
20240428,0011,01,東京,日,1,ワイド,06―07,1000,―,―,0
20240428,0011,02,東京,日,1,ワイド,06―16,1000,―,―,0
20240428,0011,03,東京,日,1,ワイド,07―11,1000,―,―,0
20240428,0011,04,東京,日,1,ワイド,11―16,1000,―,―,0
20240428,0011,05,東京,日,1,3連複,03―06―16,500,―,―,0
20240428,0011,06,東京,日,1,3連複,03―07―16,500,―,―,0
20240428,0011,07,東京,日,1,3連複,03―10―16,500,―,―,0
20240428,0011,08,東京,日,1,3連複,03―11―16,500,―,―,0
20240428,0011,09,東京,日,1,3連複,06―07―16,500,―,―,0
20240428,0011,10,東京,日,1,3連複,06―10―16,500,―,―,0
20240428,0011,11,東京,日,1,3連複,06―11―16,500,―,―,0
20240428,0011,12,東京,日,1,3連複,07―10―16,500,―,―,0
20240428,0011,13,東京,日,1,3連複,07―11―16,500,―,―,0
20240428,0011,14,東京,日,1,3連複,10―11―16,500,―,―,0
20240428,0012,01,京都,日,1,3連単,13→05→06,700,―,―,0
20240428,0012,02,京都,日,1,3連単,13→05→07,700,―,―,0
20240428,0012,03,京都,日,1,3連単,13→05→09,700,―,―,0
20240428,0012,04,京都,日,1,3連単,13→05→14,700,―,―,0
20240428,0012,05,京都,日,1,3連単,13→06→05,300,―,―,0
20240428,0012,06,京都,日,1,3連単,13→06→07,300,―,―,0
20240428,0012,07,京都,日,1,3連単,13→06→09,300,―,―,0
20240428,0012,08,京都,日,1,3連単,13→06→14,300,―,―,0
20240428,0012,09,京都,日,1,3連単,13→09→05,300,―,―,0
20240428,0012,10,京都,日,1,3連単,13→09→06,300,―,―,0
20240428,0012,11,京都,日,1,3連単,13→09→07,300,―,―,0
20240428,0012,12,京都,日,1,3連単,13→09→14,300,―,―,0
20240428,0012,13,京都,日,1,3連単,13→14→05,700,―,―,0
20240428,0012,14,京都,日,1,3連単,13→14→06,700,―,―,0
20240428,0012,15,京都,日,1,3連単,13→14→07,700,―,―,0
20240428,0012,16,京都,日,1,3連単,13→14→09,700,―,―,0
20240428,0012,17,京都,日,1,馬単,13→14,2000,―,―,0
20240428,0013,01,東京,日,2,3連複,01―03―05,500,―,―,0
20240428,0013,02,東京,日,2,3連複,01―04―05,600,―,―,0
20240428,0013,03,東京,日,2,3連複,01―05―06,500,―,―,0
20240428,0013,04,東京,日,2,3連複,01―05―07,500,―,―,0
20240428,0013,05,東京,日,2,3連複,03―04―05,1000,的中03―04―05,1110,11100
20240428,0013,06,東京,日,2,3連複,03―05―06,1000,―,―,0
20240428,0013,07,東京,日,2,3連複,03―05―07,500,―,―,0
20240428,0013,08,東京,日,2,3連複,04―05―06,1000,―,―,0
20240428,0013,09,東京,日,2,3連複,04―05―07,500,―,―,0
20240428,0013,10,東京,日,2,3連複,05―06―07,500,―,―,0
20240428,0013,11,東京,日,2,3連単,05→01→03,300,―,―,0
20240428,0013,12,東京,日,2,3連単,05→01→04,300,―,―,0
20240428,0013,13,東京,日,2,3連単,05→01→06,300,―,―,0
20240428,0013,14,東京,日,2,3連単,05→01→07,300,―,―,0
